State,County,Higher Education,HPI,Income,Unemployment,Poor physical health days,Poor mental health days,Violent crime,Severe housing problems,Income inequality,Access to exercise opportunities
MN,Red Lake,58.73768697555637,-8.96,3918,7.3,2.8,2.8,56.721497448,0.073964497,4.1026213316,0.4010760577
MN,Redwood,55.29423058462129,1.17,15416,4.1,2.8,2.8,165.57662058,0.1272865854,3.9574458761,0.4374494053
MN,Renville,54.23481308411215,3.07,14774,5.3,2.8,2.8,86.901229334,0.0880062305,3.9635267586,0.3981563891
MN,Rice,59.36978640411683,5.15,65844,3.5,2.7,2.7,140.49514207,0.1466785555,4.1883757339,0.8406504319
MN,Rock,62.7155172413793,0.48,9654,2.3,2.8,2.8,787.11801626,0.1147540984,4.3701529876,0.639310416
MN,Roseau,57.1578947368421,1.22,15667,5.1,2.7,2.8,70.184393543,0.0877742947,3.2938966416,0.4769978885
MN,St. Louis,69.29597208127387,2.29,200941,5.7,3.4,3.1,233.45749052,0.1476953673,4.8159615993,0.752060172
MN,Scott,74.45505351508527,4.73,143758,3.2,2.3,2.6,126.31098373,0.112662014,3.3062208575,0.9462086694
MN,Sherburne,66.7778919901953,5.99,92498,4.1,2.5,2.7,110.62401662,0.1403069736,3.2164995078,0.820619442
MN,Sibley,54.4287919722115,9.11,14888,4.3,2.7,2.8,0.0,0.116202946,3.6621468927,0.5271246552
MN,Stearns,65.09466825130119,3.72,155120,3.8,2.7,2.6,197.24349978,0.1395554768,4.0968445304,0.718259184
MN,Steele,61.82078169685415,6.46,37139,3.6,2.8,2.8,110.17467866,0.1116983791,4.149598144,0.7136100175
MN,Stevens,61.47470212398549,-1.85,9733,3.0,2.9,2.8,119.56001913,0.1151761518,4.8947580037,0.6024059223
MN,Swift,57.86080586080585,-1.95,9846,5.4,2.8,2.8,126.09051254,0.0939675174,4.1589856571,0.4361647756
MN,Todd,48.26157034308082,3.99,24723,4.7,3.0,2.9,98.696933726,0.1607319486,4.1681843906,0.3296244226
MN,Traverse,57.13069391230311,23.47,3411,3.9,2.9,2.8,196.46365422,0.0859872611,4.5869693107,0.4376053963
MN,Wabasha,62.02194662684241,7.28,21314,3.7,2.6,2.7,47.244877661,0.1102317694,3.6972416572,1.0
MN,Wadena,56.004284949116226,-1.33,13734,5.9,3.2,3.0,156.13740091,0.1610968295,4.669585451,0.1731561078
MN,Waseca,58.0647613256309,3.65,19061,4.3,2.6,2.7,140.09720324,0.0828241684,3.9175099166,0.6744878763
MN,Washington,76.78056951423787,4.0,254283,3.3,2.4,2.5,74.347689188,0.1243552684,3.6166024927,0.9489829341
MN,Watonwan,50.92995647012268,3.19,11270,4.9,2.8,2.7,91.764845184,0.110862262,3.7815565447,0.6564088841
MN,Wilkin,59.80956598759964,13.41,6537,3.3,2.7,2.8,70.57518778,0.0652985075,4.2394129195,0.5167274939
MN,Winona,67.63965127542784,3.11,50381,3.5,3.0,2.9,104.49792617,0.1674889639,4.6409549125,0.9951613843
MN,Wright,65.84422027451627,5.58,133288,3.9,2.4,2.6,75.73951961,0.1124623452,3.4904412822,0.8056375301
MN,Yellow Medicine,58.92750149790293,5.01,9849,3.8,2.7,2.7,114.90584105,0.0884848485,3.7611660203,0.3219965511
MS,Adams,45.856590811507076,5.41,31046,8.4,4.6,4.3,337.62854665,0.1616986525,5.7443837823,0.7741895532
MS,Alcorn,49.65133072003301,-1.7,35888,5.3,4.0,4.0,0.0,0.1341334275,4.5430993557,0.3145424616
MS,Amite,42.17657812668029,2.6,12746,7.5,4.4,4.2,0.0,0.1724470135,5.3752382531,0.1619830934
MS,Attala,46.471028348158626,1.84,18444,6.8,4.2,4.1,0.0,0.1793103448,5.5726568552,0.4587507667
MS,Benton,42.54473161033796,-0.15,7824,6.9,4.3,4.1,0.0,0.234836703,4.9327750113,0.7397181808
MS,Bolivar,55.70601511137277,0.24,32995,7.4,5.0,4.4,263.30513774,0.1966156326,5.5608920815,0.4399179968
MS,Calhoun,43.68815918234206,14.33,13919,5.5,4.2,4.1,0.0,0.1190674438,4.846848191,0.58621842
MS,Carroll,46.28625643805909,-1.43,10332,7.4,3.9,3.8,113.23959611,0.1402359109,5.9807138969,0.0641691045
MS,Chickasaw,41.09901685393258,11.2,17279,6.7,4.5,4.2,202.26415094,0.1468164794,4.1961919931,0.4710211592
MS,Clarke,47.80330882352942,-1.6,16044,6.9,4.0,4.0,0.0,0.1675717611,5.4587907956,0.0529524265
MS,Clay,49.53104410510813,0.0,19407,8.3,4.3,4.1,383.56336655,0.1904761905,6.1319540604,0.7168265969
MS,Coahoma,56.38042608885334,6.11,23650,8.9,4.8,4.5,716.82596132,0.1983827493,6.4493514515,0.723031624
MS,Copiah,51.35120643431636,3.46,28890,6.7,4.2,4.1,0.0,0.1602596106,5.7049640015,0.4908146287
MS,Covington,52.350041084634334,6.81,19040,5.5,4.3,4.1,0.0,0.1260997067,5.2504692544,0.0726185609
MS,DeSoto,61.87237580544585,4.19,174588,4.3,3.3,3.4,176.4033812,0.1325625869,3.7175092831,0.7489085407
MS,Forrest,63.40236991241628,1.78,77497,5.8,4.1,4.1,176.42689117,0.2181298051,5.6363230701,0.8034537059
MS,Franklin,53.40421563141205,0.26,7721,7.3,4.0,3.9,193.4076787,0.1485451761,4.5362611962,0.738975117
MS,George,50.34248727455539,1.54,23597,7.6,3.6,3.7,63.713858863,0.1195516812,4.6386053508,0.1308796173
MS,Greene,41.97806661251015,-5.04,13562,7.4,3.6,3.5,50.120527936,0.1138014528,4.5790627741,0.150625
MS,Grenada,51.758793969849236,1.84,21828,5.2,4.2,4.0,393.96229872,0.1673541544,5.3197202166,0.496850178
MS,Hancock,59.264958812347245,5.09,45556,6.2,3.7,3.8,0.0,0.154432524,4.7916500541,0.5215916593
MS,Harrison,60.6668740549965,4.26,202623,5.6,3.8,3.9,232.71088762,0.1781713806,4.6846806359,0.7743406109
MS,Hinds,65.21765207655808,2.22,241392,5.6,4.0,4.1,731.97440971,0.2098758433,5.3943652679,0.7908392278
MS,Itawamba,48.45809500124348,5.73,23769,5.2,3.8,3.9,121.61037742,0.0944350759,4.5584495362,0.2924234007
MS,Jackson,60.47791307892189,1.81,141369,6.7,3.6,3.6,323.28253179,0.1552411319,4.2380463684,0.834700862
MS,Jasper,44.566957140316546,-4.08,16596,7.8,4.5,4.2,0.0,0.1371552975,5.2951109682,0.1618215918
MS,Jones,54.11785948044327,3.2,67991,6.3,4.0,4.0,276.52166529,0.158385723,4.9241675755,0.4946355573
MS,Lafayette,71.09862096501735,3.67,54507,5.0,3.9,3.9,0.0,0.2179738562,6.6243609023,0.7646301028
MS,Lamar,64.04441737337768,1.89,61577,4.6,3.4,3.6,75.707390934,0.1622817229,4.8141701397,0.5615904273
MS,Lauderdale,57.780182780182784,1.39,76824,6.0,4.2,4.0,328.81522986,0.1554770318,5.3898682619,0.5191687121
MS,Lawrence,43.22699386503068,11.55,12500,7.3,4.0,3.9,0.0,0.1533678756,5.3230595127,0.0644288035
MS,Leake,45.59022102196006,1.3,21854,6.2,4.7,4.3,33.542976939,0.1931034483,5.1579024462,0.2968704054
MS,Lee,60.2890038017333,3.16,83494,5.0,3.8,3.9,135.60577549,0.147197733,4.8196740063,0.5834398746
MS,Leflore,46.39466546112115,1.75,30019,9.3,5.2,4.7,601.9485758,0.2125228519,6.538097385,0.6355169106
MS,Lincoln,47.69753397081027,1.79,34924,5.8,4.2,4.1,133.54446077,0.1130072052,4.7006121668,0.475350598
MS,Lowndes,54.192229038854805,0.72,59809,6.3,4.1,4.0,230.5340706,0.2003841229,5.6704077284,0.7909801101
MS,Madison,75.27595351484942,2.14,105306,4.4,3.2,3.4,113.2890928,0.1682739343,4.9235731814,0.7521401637
MS,Marion,46.24583531651594,-1.3,25093,6.7,4.5,4.3,193.48080596,0.1440981094,6.0373701856,0.3285956881
MS,Marshall,42.72876851031515,4.82,34828,6.2,4.0,3.8,0.0,0.1850998464,5.1439797055,0.3345358604
MS,Monroe,44.57936905358037,5.06,35259,6.4,3.9,3.9,0.0,0.1306009031,4.6947389748,0.409229771
MS,Montgomery,50.42623898280595,-0.5,10315,6.5,4.4,4.1,0.0,0.137603796,5.1170489297,0.3437070938
MS,Neshoba,48.21847547334534,0.05,29471,5.9,4.3,4.3,0.0,0.1526142252,4.8899595298,0.3030057959
MS,Newton,50.398049200315555,-1.63,21739,6.0,4.1,4.0,0.0,0.1141065831,4.512988171,0.302854512
MS,Oktibbeha,69.6199701937407,4.21,50769,5.5,4.1,4.1,181.11011076,0.255952381,7.5081216907,0.7923685259
MS,Panola,48.49727391519849,3.75,33782,7.5,4.3,4.0,340.68548269,0.1796357616,4.8964757709,0.224767338
MS,Pearl River,50.560596579057155,2.64,55267,6.1,3.8,3.9,162.98312856,0.1673976608,5.3478605388,0.5811691801
MS,Perry,40.47678795483062,12.32,11832,7.3,4.2,4.1,0.0,0.120950324,4.2987904544,0.6321632653
MS,Pike,46.20170520009218,-1.46,40383,6.9,4.4,4.2,283.12428064,0.1382441978,5.5395439107,0.6874566875
MS,Pontotoc,50.24975514201763,3.72,30766,4.8,3.7,3.8,43.313842104,0.1179718876,4.6916294238,0.296124445
MS,Prentiss,50.32818875288274,6.9,25355,5.6,4.0,4.0,0.0,0.1291989664,4.4303909549,0.4395078335
MS,Rankin,65.96469151337948,2.14,152728,4.0,3.2,3.5,107.86579121,0.1189710611,4.1157370442,0.7433500215
MS,Scott,43.997324712964,0.92,28313,4.7,4.3,4.1,280.98565649,0.1520737327,4.0108079059,0.7656028871
MS,Simpson,49.29466644185915,0.87,26542,5.6,4.3,4.1,223.61300396,0.1668336673,4.8377750532,0.2497909319
MS,Smith,43.48087925323698,1.58,14953,5.4,3.8,3.8,0.0,0.1369095276,5.0767192429,0.3393366078
MS,Stone,51.47953312510273,-3.95,18172,6.9,3.6,3.7,0.0,0.1242553191,4.2701763485,0.6356685033
MS,Sunflower,42.057277100346795,5.47,27222,9.5,4.7,4.4,503.20219579,0.2043010753,5.2243997625,0.2029881154
MS,Tate,52.52328351743557,4.47,28057,6.0,4.0,3.8,84.530853762,0.1569215392,4.5790516008,0.2928408225
MS,Tippah,45.40158135663754,-0.12,22068,5.7,4.1,4.1,52.443099237,0.1306650971,4.8378114994,0.4572688017
MS,Tishomingo,45.431453119163244,-2.21,19174,5.6,4.1,3.9,66.174599135,0.0984147952,3.8687864399,0.2841831266
MS,Union,47.72801038623824,0.67,27643,4.5,4.0,4.0,35.465329583,0.1565386485,4.1249257102,0.6465320262
MS,Walthall,43.75,-4.72,14299,7.9,4.2,4.1,71.229683352,0.1628545288,6.131102055,0.0
MS,Warren,59.53934490408456,3.47,46827,6.5,4.1,4.0,389.93022301,0.1467914439,5.5374570009,0.7619789638
MS,Washington,49.38989736903687,0.38,48396,9.2,4.6,4.5,295.45959655,0.2389236205,5.44971537,0.5363826583
MS,Wayne,44.85047239790739,3.92,20142,7.5,4.4,4.2,0.0,0.1555153707,5.7099093701,0.4139393647
MS,Webster,49.03846153846153,11.43,9918,6.4,3.9,3.9,0.0,0.1786600496,5.9435028249,0.1341070906
MS,Winston,49.53218261009841,0.42,18248,7.2,4.4,4.2,109.41489085,0.1612903226,5.1457932415,0.5162516929
MS,Yalobusha,39.0252026201843,9.03,12761,6.4,4.2,4.0,0.0,0.1378579003,5.0972581874,0.4021138981
MS,Yazoo,39.80213089802131,-4.45,27771,7.5,4.6,4.1,0.0,0.2224147891,6.4257285004,0.4579725637
MO,Adair,58.231083844580766,2.31,25223,5.7,4.6,4.2,397.88315758,0.2032308494,5.6086074808,0.7345647674
MO,Andrew,55.85204122393545,5.08,17650,3.7,3.6,3.5,59.761340196,0.0940298507,3.8691521347,0.5127522989
MO,Atchison,46.6169282222794,11.99,5425,4.5,3.9,3.6,123.74779022,0.0613496933,3.9878805794,0.6029903254
MO,Audrain,44.77423790969516,4.96,25923,4.2,4.1,3.9,181.07210317,0.0911051213,3.722803245,0.6540013318
MO,Barry,43.74871773829551,5.74,34437,4.5,4.3,4.0,268.8172043,0.1347491761,3.9779033062,0.5717335731
MO,Barton,47.01195219123506,-1.93,11849,5.2,4.5,4.1,177.4241243,0.1298174442,4.6436417679,0.5241896468
MO,Bates,39.88428855541494,4.02,16222,5.3,4.4,4.0,302.70865275,0.1365998515,4.8231280302,0.2604844859
MO,Benton,46.43596766651079,5.36,18821,6.1,4.5,4.1,305.23965674,0.1385281385,4.3742323186,0.5036209068
MO,Bollinger,36.96412381815827,4.14,11205,5.2,4.3,3.9,188.42530283,0.1300728408,4.7260993083,0.2091725309
MO,Boone,74.13550389835402,3.65,177134,3.3,4.0,3.7,407.87860427,0.1825783972,5.6893643516,0.7627611564
MO,Buchanan,51.31665115637817,3.19,87877,4.1,4.3,4.1,364.90778631,0.1387730792,4.6612485536,0.7286465398
MO,Butler,44.3954466208594,0.27,42704,5.7,4.5,4.2,491.0554978,0.1362437738,4.5512310849,0.716735991
MO,Caldwell,44.33161311802896,-6.03,8894,4.7,4.0,3.8,326.06769449,0.1380697051,4.3562744363,0.3370118846
MO,Callaway,52.93060637741766,1.25,44720,4.1,3.9,3.7,265.64012517,0.1256684492,4.3933711077,0.6373499955
MO,Camden,54.75709122097654,3.06,42806,5.8,4.1,3.8,191.3182667,0.1362088536,3.8147951551,0.7582155357
MO,Cape Girardeau,59.70046347722833,2.81,79914,4.3,4.1,3.8,421.19273727,0.1403389831,4.5597664544,0.7186616275
MO,Carroll,45.661260658752724,9.87,8791,5.4,4.0,3.8,121.85943156,0.1161202186,4.9618089868,0.4259279182
MO,Cass,60.93478884592789,6.26,103423,4.1,3.6,3.6,166.39822864,0.1147232671,3.626016823,0.7484770502
MO,Cedar,46.88931880663884,-1.19,13813,5.0,4.8,4.3,307.22332039,0.1608910891,4.5198241225,0.3335717351
MO,Chariton,44.852659778032915,13.9,7525,4.3,4.2,4.0,312.8884317,0.0996677741,4.2689328246,0.1656238028
MO,Christian,63.65632071329664,4.3,83468,3.9,3.7,3.6,214.6794562,0.1215940054,3.5763651553,0.7748960244
MO,Clay,66.4732297877099,5.56,239133,3.9,3.7,3.4,0.0,0.118627451,3.7133727811,0.9261238448
MO,Clinton,50.09565455042362,4.83,20932,4.2,3.8,3.6,289.40742856,0.1251556663,3.5653500076,0.5938388854
MO,Cole,62.886501634750104,2.58,77375,3.6,3.6,3.6,387.48176171,0.0901708679,3.9874290845,0.7328201079
MO,Cooper,51.144329026264685,5.56,17691,4.9,4.1,3.7,126.50579661,0.1082949309,4.2961321709,0.4506562127
MO,Crawford,41.97454970185037,5.26,23825,5.3,4.7,4.2,214.61376676,0.1630208333,4.4957422471,0.6685293165
MO,Dade,45.55050045495905,-10.41,7610,4.5,4.5,4.1,152.43256976,0.1017488076,4.8678813958,0.0512495243
MO,Dallas,38.34830979888747,1.13,16350,5.5,4.6,4.1,204.38535569,0.1401225115,4.1846660677,0.3569768135
MO,Daviess,46.309204647006254,-1.28,8315,3.8,4.2,3.9,91.17577103,0.1314935065,4.0238442316,0.2479544646
MO,DeKalb,43.232819074333804,-0.34,12571,4.4,3.8,3.4,88.510494816,0.0797385621,4.4809679173,0.2558175613
MO,Dent,42.51922515331451,-0.48,14803,5.4,4.4,4.1,197.55289319,0.1392405063,4.3597322922,0.6412467267
MO,Douglas,43.24675324675325,11.49,12271,6.1,4.6,4.2,219.56039131,0.1566502463,3.7852500161,0.1871528793
MO,Dunklin,38.60150216862371,-1.62,30171,8.2,5.1,4.4,372.69925877,0.1350177655,4.9972560976,0.537664695
MO,Franklin,56.2261131117458,3.02,102952,4.4,3.9,3.6,192.20515506,0.1394723361,3.9802951273,0.6764966697
MO,Gasconade,48.30445313955655,3.37,14863,4.3,4.0,3.8,199.14215686,0.118858954,4.4634523878,0.5511102352
MO,Gentry,44.04145077720206,11.86,6392,3.7,4.2,3.9,9.8527021036,0.1490909091,3.8286754471,0.2923716236
MO,Greene,64.83038219244247,3.34,290566,3.8,4.2,3.7,582.08467366,0.1534212014,4.428642549,0.8406099413
MO,Grundy,47.2817879794624,-1.22,10194,4.6,4.4,4.0,159.05992339,0.1004784689,4.5088890315,0.3915797681
MO,Harrison,45.739592559787425,-1.67,8483,4.2,4.4,4.0,122.99664555,0.1035911602,4.1267200184,0.3733392877
MO,Henry,45.96634892201395,9.11,21561,5.0,4.3,4.0,382.74078282,0.1162303665,3.87590141,0.5107309626
MO,Hickory,41.24519600307456,23.88,8582,5.6,4.6,4.2,24.19215483,0.1713615023,4.0508328547,0.1442817077
MO,Holt,47.50714512543665,-9.24,4435,3.2,3.9,3.7,129.56017729,0.0939597315,3.6365052173,0.3216612378
MO,Howard,53.72840254622613,11.32,10121,4.4,4.1,3.9,140.26617954,0.1202614379,4.8901998419,0.1313091483
MO,Howell,46.619531595227585,2.43,39824,6.3,4.6,4.2,295.8385379,0.1310477411,4.9474696656,0.6371039604
MO,Iron,43.40086830680174,9.05,9767,7.1,4.6,4.1,318.99921814,0.1686460808,4.1048904491,0.757855127
MO,Jackson,63.30359199657748,6.2,699658,5.1,4.3,3.8,814.9005362,0.17550666,4.8992523658,0.9425995093
MO,Jasper,53.841564962342474,2.38,119987,4.1,4.2,4.0,404.64208108,0.150538829,4.3283301054,0.6659653845
MO,Jefferson,58.9543441552235,4.15,223701,4.3,3.8,3.7,237.48241293,0.1103992114,3.6563776837,0.8054340223
MO,Johnson,61.83669597115932,3.36,53598,4.9,3.8,3.7,149.13163856,0.1469769795,4.2249739559,0.6098488449
MO,Laclede,44.17788421834999,3.33,35569,5.4,4.5,4.1,592.07131128,0.1411432604,4.1054990519,0.4365353799
MO,Lafayette,47.00456781447645,2.22,32533,4.3,3.7,3.6,116.62276557,0.0928301887,3.7249823307,0.5093316557
MO,Lawrence,45.841592008245456,6.96,38076,4.4,4.3,4.0,416.8696369,0.1301576652,4.0681495245,0.4646166589
MO,Lewis,40.17003188097769,2.45,10230,4.5,4.1,3.8,52.231253877,0.1159793814,4.0977142238,0.4116149251
MO,Lincoln,50.14377687864214,4.34,54991,4.5,3.9,3.7,218.92882605,0.1339405304,3.972709215,0.444945402
MO,Linn,43.89471118693638,2.2,12137,6.7,4.1,3.9,199.17186435,0.1015384615,4.3100990577,0.5280934096
MO,Livingston,46.83460076045627,1.14,15216,3.9,3.9,3.8,180.03381123,0.1189189189,4.1286455448,0.5973675551
MO,McDonald,34.66383853965806,-4.78,23009,4.3,4.9,4.3,493.72022521,0.1774682011,4.6268400554,0.4094355153
MO,Macon,44.82824610085159,0.67,15200,4.8,4.2,3.9,213.63413019,0.1123330715,4.1887447893,0.2225362971
MO,Madison,45.88477366255144,2.69,12508,5.5,4.5,4.1,100.77899439,0.1358411703,3.7089321772,0.876001963
MO,Maries,46.77658697444353,-0.42,8597,5.0,4.0,3.8,308.62007804,0.1271989175,4.0261930586,0.0363993025
MO,Marion,53.036521377733905,1.39,28754,4.3,4.3,3.9,240.22043758,0.1033094812,4.2204178846,0.7356589417
MO,Miller,49.7763916676474,6.26,24354,5.2,4.5,4.0,264.76605646,0.149656526,4.4064636047,0.5216583158
MO,Mississippi,32.82376064642935,4.29,13655,6.6,5.2,4.5,531.31017842,0.1673003802,4.4805350071,0.3580582254
MO,Moniteau,43.21688914134242,0.3,15916,4.3,3.9,3.6,117.02625644,0.1026339691,4.2412306486,0.3932209906
MO,Monroe,42.16056476769003,2.07,8626,4.8,4.1,3.8,256.77603424,0.0943661972,3.4434598343,0.4454751131
MO,Montgomery,42.059925093632955,5.94,11441,4.6,4.4,4.0,135.83634437,0.124260355,4.5989598723,0.1612455051
MO,Morgan,38.8450013620267,-1.36,20275,5.9,4.5,4.1,348.20069316,0.1861734384,4.5673373575,0.4068563093
MO,New Madrid,36.82882255678357,4.04,17615,9.3,4.8,4.2,237.4356945,0.1157684631,5.2491215983,0.3637898291
MO,Newton,54.201996889267974,-0.67,58327,4.3,4.1,3.9,241.76540183,0.1260581103,4.1006412183,0.5398699109
MO,Nodaway,55.34632932393197,2.18,22156,4.7,4.5,4.0,184.82448782,0.1517081644,4.8926845638,0.6124090715
MO,Oregon,39.52518447224895,-21.28,9583,6.0,4.8,4.3,213.1546894,0.1751101322,4.7732356344,0.4941641393
MO,Osage,49.94516341302917,4.0,13438,3.4,3.5,3.4,172.62338925,0.0497607656,3.5270360089,0.2841187491
MO,Ozark,40.73789392774789,1.37,8849,7.3,4.6,4.1,219.97662748,0.1531966224,3.925411358,0.4263087524
MO,Pemiscot,33.98817470913599,6.57,17084,8.9,5.0,4.4,769.1466482,0.1865618299,5.3000879086,0.3722671622
MO,Perry,45.44061302681993,1.64,19084,3.6,3.8,3.6,168.16143498,0.1042216359,3.7806021505,0.4097833535
MO,Pettis,52.17207334273624,4.59,42559,4.9,4.7,4.1,357.22171403,0.1751533742,4.0372125967,0.6339897159
MO,Phelps,60.52208117289469,-0.73,44841,4.7,4.3,3.9,315.67845052,0.139331929,4.706817379,0.6016476216
MO,Pike,35.28375890498679,7.82,18550,4.5,4.2,3.8,178.76166916,0.1294473883,4.4722456555,0.4256318859
MO,Platte,74.81082432000889,4.21,99105,3.6,3.5,3.4,184.08998666,0.1300373909,3.9613419031,0.8128008777
MO,Polk,51.80545320560059,1.99,30878,4.9,4.4,4.1,400.5725517,0.1479915433,4.192707474,0.5497639464
MO,Pulaski,64.49287454527251,0.84,53321,5.4,4.2,3.7,318.71606556,0.1278625954,3.8636242446,0.6292038107
MO,Putnam,53.33333333333334,-6.3,4818,4.6,4.2,3.8,0.0,0.1591397849,4.9847134681,0.0
MO,Ralls,41.37648504711184,6.98,10272,4.0,3.6,3.5,88.209350191,0.0849514563,3.1713993952,0.2141241271
MO,Randolph,50.58136137890739,0.37,25136,5.2,4.4,4.0,150.69318867,0.1230512249,4.5311643427,0.6020697253
MO,Ray,43.76279387134793,3.89,22855,4.9,3.9,3.7,198.92950167,0.0982339956,3.898760864,0.5423086746
MO,Ripley,41.010285119125115,11.38,12050,7.0,4.8,4.3,231.01765635,0.1411549038,3.688429339,0.5271631206
MO,St. Charles,72.27435039577453,5.29,390808,3.5,3.4,3.5,149.87615931,0.0966999517,3.5900732674,0.8872269304
MO,St. Clair,46.263817243920414,4.06,9105,6.3,4.4,4.0,187.68128306,0.1317296678,4.5070901461,0.1560428353
MO,Ste. Genevieve,53.91112463856339,5.29,18203,4.6,4.0,3.6,297.17136882,0.1045796309,4.2400771642,0.6525764673
MO,St. Francois,48.00092345793019,6.87,66656,5.5,4.3,3.9,260.78256057,0.1385334146,4.7306638436,0.6593277131
MO,St. Louis,73.00302217314665,4.4,1003918,4.2,3.6,3.5,311.92268959,0.1479524929,4.7412044621,0.9730147735
MO,Saline,48.745307251531315,-3.15,23412,4.7,4.4,4.0,210.54870268,0.1345062429,4.1467511169,0.433461703
MO,Scott,47.67047207651959,1.66,38613,5.7,4.5,4.1,901.17201161,0.1265947007,4.6037354271,0.6776045521
MO,Shannon,39.33346250726603,10.46,7494,7.3,4.4,4.1,256.29904184,0.1261127596,4.1684091905,0.6457765668
MO,Shelby,46.399618502622786,26.24,6148,4.2,4.2,3.9,104.92628928,0.0888468809,4.2261005924,0.369527695
MO,Stoddard,37.624303898170254,1.35,29291,6.4,4.3,3.8,194.64341327,0.1089558399,4.633885841,0.3742325147
MO,Stone,56.18168973112247,2.11,30738,7.0,4.1,3.9,325.26201662,0.1415058645,3.8369217874,0.6407676542
MO,Sullivan,36.94282945736434,9.02,6292,5.7,4.3,3.9,203.73683164,0.1273764259,4.1859714463,0.4103366101
MO,Taney,55.680528325250236,5.45,54620,7.4,4.4,4.1,520.55022286,0.1696450428,4.1107506951,0.7359845186
MO,Texas,44.94878034976513,5.87,25406,6.3,4.6,4.0,81.259915644,0.1215726849,4.3336138806,0.4577822209
MO,Vernon,49.11922582596205,0.73,20227,4.8,4.3,4.0,430.61974541,0.131127451,4.3991248011,0.4463821542
MO,Warren,50.0721917412648,4.44,33376,4.2,3.9,3.6,277.49695682,0.1450592885,3.8511023622,0.6940915941
MO,Washington,40.04838221953433,6.8,24163,6.3,4.6,4.1,178.55961907,0.1285249458,4.1384538591,0.5676126216
MO,Wayne,38.8034395058738,-8.89,12023,5.3,4.7,4.2,103.47121283,0.140459364,4.1109937273,0.6744323645
MO,Webster,48.760854910979816,2.87,37758,4.9,4.3,3.9,125.6373574,0.1458658346,4.1125056479,0.5428705596
MO,Wright,40.13526888815572,-1.4,18095,5.9,5.0,4.4,222.74449277,0.1584625759,3.8625492594,0.2947648153
MO,St. Lou,64.8211988444652,4.1,314813,5.4,5.0,4.4,1885.3002092,0.2344822654,6.2346250711,0.9868929576
MT,Beaverhead,66.47298994974875,4.4,9395,3.4,3.4,3.2,158.06868803,0.0900243309,4.2055358935,0.7295046507
MT,Big Horn,55.51075268817205,3.86,13432,7.5,5.2,4.3,199.85651327,0.2082152975,5.3699593045,0.4153905946
MT,Broadwater,66.37821865766145,1.14,6006,5.1,3.3,3.1,275.40138287,0.0683229814,3.5100700012,0.5470420527
MT,Carbon,65.24010947997014,0.6,10240,4.1,3.4,3.2,250.46963056,0.1352313167,4.6131236176,0.4214129788
MT,Cascade,61.67424584302426,2.5,83478,4.1,3.8,3.3,230.69223946,0.1371814093,4.2179068065,0.7312331698
MT,Chouteau,57.28912725499757,5.63,5904,3.9,4.2,3.7,125.63531494,0.0933940774,4.4691089109,0.0337175297
MT,Custer,64.34498071754119,3.08,12205,3.7,3.2,3.1,189.60833145,0.1330049261,4.5912069907,0.620052996
MT,Dawson,64.76525462608961,-12.08,9521,4.0,3.4,3.2,203.22199231,0.0712401055,4.2390013437,0.5878875753
MT,Deer Lodge,53.184281842818436,0.64,9197,3.9,3.9,3.4,338.76546732,0.1538461538,4.5136567938,0.6763820176
MT,Fallon,61.23919308357349,-3.79,3233,3.8,2.9,2.9,91.085050666,0.0650406504,4.0773675368,0.0176470588
MT,Fergus,63.19493314567206,3.93,11553,4.1,3.4,3.1,249.19441461,0.1270325203,3.8851267927,0.5632660107
MT,Flathead,67.06343288640647,4.69,97304,5.8,3.6,3.3,297.88892166,0.1782473249,4.0372353025,0.7677503079
MT,Gallatin,79.12968261361367,7.83,106484,2.9,3.1,2.9,192.89245406,0.1602564103,4.2341001353,0.7854948443
MT,Glacier,51.39300533491405,9.29,13803,8.9,5.2,4.6,273.15680677,0.2025912839,5.6603759342,0.2641988208
MT,Granite,62.726176115802176,5.21,3271,6.1,3.3,3.2,53.914168644,0.1683501684,3.571969697,0.6336472881
MT,Hill,61.05502771179731,6.29,16376,4.5,4.2,3.6,481.10387749,0.1566068515,4.5816946131,0.6108971173
MT,Jefferson,67.94023722627736,0.83,11644,4.8,3.1,3.0,145.46300876,0.0747252747,3.5735661679,0.4405576013
MT,Lake,67.07573141710606,2.59,29885,4.9,4.3,3.8,392.42764256,0.1945945946,5.0354104104,0.4562373895
MT,Lewis and Clark,72.37739656912211,3.76,67511,3.4,3.5,3.1,311.2670338,0.1161654135,3.7850625602,0.7181954413
MT,Lincoln,53.473503822831546,-0.97,18977,9.3,3.8,3.5,224.46878534,0.1872909699,4.1984842156,0.89698786
MT,Madison,68.36250370809847,5.45,7908,3.9,3.3,3.0,73.392911108,0.1033557047,3.8094688222,0.329606033
MT,Meagher,62.9292221443588,-10.11,1908,4.2,3.9,3.6,174.73353136,0.1310344828,3.3435238517,0.1792702274
MT,Mineral,58.69628763519439,-0.36,4142,7.8,3.9,3.5,23.58490566,0.1768292683,4.0319896122,0.9410371774
MT,Missoula,75.54714806509404,4.83,114608,3.9,3.5,3.3,281.41567213,0.1953253594,4.6337460692,0.8908041245
MT,Musselshell,56.31361760660248,0.23,4688,5.3,3.8,3.5,310.46931408,0.152284264,5.2662015789,0.494931688
MT,Park,69.47320686267099,7.07,16393,4.4,3.3,3.1,244.74333872,0.1467889908,3.9611162161,0.6407649015
